Datum,Lat,Long,Ort,Durchschnitt
2019-05-01,41.3853,2.1538,Eixample,0.250
2019-05-02,41.3853,2.1538,Eixample,0.517
2019-05-03,41.3853,2.1538,Eixample,0.446
2019-05-04,41.3853,2.1538,Eixample,0.242
2019-05-05,41.3853,2.1538,Eixample,0.208
2019-05-06,41.3853,2.1538,Eixample,0.452
2019-05-10,41.3853,2.1538,Eixample,0.467
2019-05-11,41.3853,2.1538,Eixample,0.267
2019-05-12,41.3853,2.1538,Eixample,0.229
2019-05-13,41.3853,2.1538,Eixample,0.379
2019-05-14,41.3853,2.1538,Eixample,0.475
2019-05-15,41.3853,2.1538,Eixample,0.350
2019-05-16,41.3853,2.1538,Eixample,0.458
2019-05-17,41.3853,2.1538,Eixample,0.396
2019-05-18,41.3853,2.1538,Eixample,0.246
2019-05-19,41.3853,2.1538,Eixample,0.229
2019-05-20,41.3853,2.1538,Eixample,0.408
2019-05-21,41.3853,2.1538,Eixample,0.483
2019-05-22,41.3853,2.1538,Eixample,0.473
2019-05-23,41.3853,2.1538,Eixample,0.487
2019-05-24,41.3853,2.1538,Eixample,0.367
2019-05-25,41.3853,2.1538,Eixample,0.379
2019-05-26,41.3853,2.1538,Eixample,0.263
2019-05-27,41.3853,2.1538,Eixample,0.362
2019-05-28,41.3853,2.1538,Eixample,0.388
2019-05-29,41.3853,2.1538,Eixample,0.358
2019-05-30,41.3853,2.1538,Eixample,0.725
2019-05-31,41.3853,2.1538,Eixample,0.490
2019-05-01,41.3987,2.1534,Gràcia,0.246
2019-05-02,41.3987,2.1534,Gràcia,0.450
2019-05-03,41.3987,2.1534,Gràcia,0.375
2019-05-04,41.3987,2.1534,Gràcia,0.258
2019-05-05,41.3987,2.1534,Gràcia,0.225
2019-05-06,41.3987,2.1534,Gràcia,0.333
2019-05-10,41.3987,2.1534,Gràcia,0.404
2019-05-11,41.3987,2.1534,Gràcia,0.258
2019-05-12,41.3987,2.1534,Gràcia,0.208
2019-05-13,41.3987,2.1534,Gràcia,0.325
2019-05-14,41.3987,2.1534,Gràcia,0.429
2019-05-15,41.3987,2.1534,Gràcia,0.387
2019-05-16,41.3987,2.1534,Gràcia,0.429
2019-05-17,41.3987,2.1534,Gràcia,0.342
2019-05-18,41.3987,2.1534,Gràcia,0.267
2019-05-19,41.3987,2.1534,Gràcia,0.275
2019-05-20,41.3987,2.1534,Gràcia,0.404
2019-05-21,41.3987,2.1534,Gràcia,0.521
2019-05-22,41.3987,2.1534,Gràcia,0.408
2019-05-23,41.3987,2.1534,Gràcia,0.446
2019-05-24,41.3987,2.1534,Gràcia,0.386
2019-05-25,41.3987,2.1534,Gràcia,0.375
