Jahr,Wochennummer,Lat,Long,Ort,Durchschnitt
2020,11,41.3864,2.1874,Ciutadella,13.256
2020,12,41.3864,2.1874,Ciutadella,2.592
2020,13,41.3864,2.1874,Ciutadella,1.402
2020,14,41.3864,2.1874,Ciutadella,2.320
2020,10,41.4261,2.148,Vall Hebron,5.615
2020,11,41.4261,2.148,Vall Hebron,13.716
2020,12,41.4261,2.148,Vall Hebron,6.850
2020,13,41.4261,2.148,Vall Hebron,1.559
2020,14,41.4261,2.148,Vall Hebron,2.955
2020,10,41.3875,2.1151,Palau Reial,5.302
2020,11,41.3875,2.1151,Palau Reial,7.850
2020,12,41.3875,2.1151,Palau Reial,1.994
2020,13,41.3875,2.1151,Palau Reial,1.099
2020,14,41.3875,2.1151,Palau Reial,1.525
2020,15,41.4039,2.2045,Poblenou,2.407
2020,16,41.4039,2.2045,Poblenou,2.130
2020,17,41.4039,2.2045,Poblenou,3.407
2020,18,41.4039,2.2045,Poblenou,2.998
2020,15,41.3788,2.1331,Sants,2.292
2020,16,41.3788,2.1331,Sants,1.546
2020,17,41.3788,2.1331,Sants,2.147
2020,18,41.3788,2.1331,Sants,1.540
2020,15,41.3853,2.1538,Eixample,5.482
2020,16,41.3853,2.1538,Eixample,3.660
2020,17,41.3853,2.1538,Eixample,5.425
2020,18,41.3853,2.1538,Eixample,4.259
2020,15,41.3987,2.1534,Gràcia,3.785
2020,16,41.3987,2.1534,Gràcia,3.754
2020,17,41.3987,2.1534,Gràcia,5.290
2020,18,41.3987,2.1534,Gràcia,2.527
2020,15,41.3864,2.1874,Ciutadella,2.626
2020,16,41.3864,2.1874,Ciutadella,1.760
2020,17,41.3864,2.1874,Ciutadella,3.319
2020,18,41.3864,2.1874,Ciutadella,2.418
2020,15,41.4261,2.148,Vall Hebron,5.985
2020,16,41.4261,2.148,Vall Hebron,3.022
2020,15,41.3875,2.1151,Palau Reial,1.579
2020,16,41.3875,2.1151,Palau Reial,1.239
2020,17,41.3875,2.1151,Palau Reial,1.581
2020,18,41.3875,2.1151,Palau Reial,1.120
2020,19,41.4039,2.2045,Poblenou,5.243
2020,20,41.4039,2.2045,Poblenou,2.231
2020,21,41.4039,2.2045,Poblenou,5.384
2020,22,41.4039,2.2045,Poblenou,3.572
2020,19,41.3788,2.1331,Sants,4.532
2020,20,41.3788,2.1331,Sants,1.601
2020,21,41.3788,2.1331,Sants,4.439
2020,22,41.3788,2.1331,Sants,1.963
2020,19,41.3853,2.1538,Eixample,12.062
2020,20,41.3853,2.1538,Eixample,4.734
2020,21,41.3853,2.1538,Eixample,13.727
2020,22,41.3853,2.1538,Eixample,8.699
2020,19,41.3987,2.1534,Gràcia,8.426
2020,20,41.3987,2.1534,Gràcia,4.341
2020,21,41.3987,2.1534,Gràcia,10.337
2020,22,41.3987,2.1534,Gràcia,6.695
2020,19,41.3864,2.1874,Ciutadella,5.500
2020,20,41.3864,2.1874,Ciutadella,2.840
2020,21,41.3864,2.1874,Ciutadella,8.005
2020,22,41.3864,2.1874,Ciutadella,2.757
2020,19,41.4261,2.148,Vall Hebron,1.333
2020,20,41.4261,2.148,Vall Hebron,1.815
2020,21,41.4261,2.148,Vall Hebron,2.972
2020,22,41.4261,2.148,Vall Hebron,1.762
2020,19,41.3875,2.1151,Palau Reial,2.624
2020,20,41.3875,2.1151,Palau Reial,1.096
2020,21,41.3875,2.1151,Palau Reial,3.150
2020,22,41.3875,2.1151,Palau Reial,1.593
2020,23,41.4039,2.2045,Poblenou,3.017
2020,24,41.4039,2.2045,Poblenou,3.478
2020,25,41.4039,2.2045,Poblenou,5.055
2020,26,41.4039,2.2045,Poblenou,8.105
2020,27,41.4039,2.2045,Poblenou,5.132
2020,23,41.3788,2.1331,Sants,1.769
2020,24,41.3788,2.1331,Sants,1.738
2020,25,41.3788,2.1331,Sants,2.349
2020,26,41.3788,2.1331,Sants,3.957
2020,27,41.3788,2.1331,Sants,2.560
2020,23,41.3853,2.1538,Eixample,7.028
2020,24,41.3853,2.1538,Eixample,10.561
2020,25,41.3853,2.1538,Eixample,12.453
2020,26,41.3853,2.1538,Eixample,15.667
2020,27,41.3853,2.1538,Eixample,16.529
2020,23,41.3987,2.1534,Gràcia,4.354
2020,24,41.3987,2.1534,Gràcia,6.094
2020,25,41.3987,2.1534,Gràcia,6.638
2020,26,41.3987,2.1534,Gràcia,8.534
2020,27,41.3987,2.1534,Gràcia,7.023
2020,23,41.3864,2.1874,Ciutadella,1.828
2020,24,41.3864,2.1874,Ciutadella,2.014
2020,25,41.3864,2.1874,Ciutadella,2.426
2020,26,41.3864,2.1874,Ciutadella,4.851
2020,27,41.3864,2.1874,Ciutadella,2.704
2020,23,41.4261,2.148,Vall Hebron,1.929
2020,24,41.4261,2.148,Vall Hebron,2.708
2020,25,41.4261,2.148,Vall Hebron,3.935
2020,26,41.4261,2.148,Vall Hebron,3.967
2020,27,41.4261,2.148,Vall Hebron,2.636
2020,23,41.3875,2.1151,Palau Reial,1.306
2020,24,41.3875,2.1151,Palau Reial,1.362
2020,25,41.3875,2.1151,Palau Reial,1.632
2020,26,41.3875,2.1151,Palau Reial,6.024
2020,27,41.3875,2.1151,Palau Reial,2.680
2020,28,41.4039,2.2045,Poblenou,4.625
2020,29,41.4039,2.2045,Poblenou,2.553
2020,30,41.4039,2.2045,Poblenou,4.933
2020,31,41.4039,2.2045,Poblenou,6.297
2020,28,41.3788,2.1331,Sants,3.357
2020,29,41.3788,2.1331,Sants,1.679
2020,30,41.3788,2.1331,Sants,3.061
2020,31,41.3788,2.1331,Sants,3.350
2020,28,41.3853,2.1538,Eixample,16.352
2020,29,41.3853,2.1538,Eixample,12.703
2020,30,41.3853,2.1538,Eixample,12.559
2020,31,41.3853,2.1538,Eixample,14.181
2020,28,41.3987,2.1534,Gràcia,7.100
2020,29,41.3987,2.1534,Gràcia,4.912
2020,30,41.3987,2.1534,Gràcia,7.037
2020,31,41.3987,2.1534,Gràcia,8.132
2020,28,41.3864,2.1874,Ciutadella,2.998
2020,29,41.3864,2.1874,Ciutadella,1.704
2020,30,41.3864,2.1874,Ciutadella,3.040
2020,31,41.3864,2.1874,Ciutadella,3.761
2020,28,41.4261,2.148,Vall Hebron,2.678
2020,29,41.4261,2.148,Vall Hebron,1.590
2020,30,41.4261,2.148,Vall Hebron,2.906
2020,31,41.4261,2.148,Vall Hebron,3.128
2020,28,41.3875,2.1151,Palau Reial,3.925
2020,29,41.3875,2.1151,Palau Reial,1.466
2020,30,41.3875,2.1151,Palau Reial,1.559
2020,31,41.3875,2.1151,Palau Reial,3.175
2020,32,41.4039,2.2045,Poblenou,3.753
2020,33,41.4039,2.2045,Poblenou,3.062
2020,34,41.4039,2.2045,Poblenou,3.281
2020,35,41.4039,2.2045,Poblenou,4.718
2020,36,41.4039,2.2045,Poblenou,4.976
2020,32,41.3788,2.1331,Sants,2.255
2020,33,41.3788,2.1331,Sants,2.164
2020,34,41.3788,2.1331,Sants,1.491
2020,35,41.3788,2.1331,Sants,1.717
2020,36,41.3788,2.1331,Sants,2.156
2020,32,41.3853,2.1538,Eixample,13.459
2020,33,41.3853,2.1538,Eixample,9.065
2020,34,41.3853,2.1538,Eixample,7.662
2020,35,41.3853,2.1538,Eixample,9.408
2020,36,41.3853,2.1538,Eixample,13.041
2020,32,41.3987,2.1534,Gràcia,7.391
2020,33,41.3987,2.1534,Gràcia,5.496
2020,34,41.3987,2.1534,Gràcia,5.110
2020,35,41.3987,2.1534,Gràcia,4.905
2020,36,41.3987,2.1534,Gràcia,6.676
2020,32,41.3864,2.1874,Ciutadella,2.426
2020,33,41.3864,2.1874,Ciutadella,2.683
2020,34,41.3864,2.1874,Ciutadella,2.693
2020,35,41.3864,2.1874,Ciutadella,3.872
2020,36,41.3864,2.1874,Ciutadella,2.828
2020,32,41.4261,2.148,Vall Hebron,1.993
2020,33,41.4261,2.148,Vall Hebron,2.287
2020,34,41.4261,2.148,Vall Hebron,2.631
2020,35,41.4261,2.148,Vall Hebron,6.074
2020,36,41.4261,2.148,Vall Hebron,3.256
2020,32,41.3875,2.1151,Palau Reial,1.328
2020,33,41.3875,2.1151,Palau Reial,3.881
2020,34,41.3875,2.1151,Palau Reial,4.581
2020,35,41.3875,2.1151,Palau Reial,2.268
2020,36,41.3875,2.1151,Palau Reial,1.974
2020,37,41.4039,2.2045,Poblenou,4.494
2020,38,41.4039,2.2045,Poblenou,10.193
2020,39,41.4039,2.2045,Poblenou,6.511
2020,40,41.4039,2.2045,Poblenou,6.498
2020,37,41.3788,2.1331,Sants,2.314
2020,38,41.3788,2.1331,Sants,7.563
2020,39,41.3788,2.1331,Sants,3.164
2020,40,41.3788,2.1331,Sants,3.871
2020,37,41.3853,2.1538,Eixample,12.428
2020,38,41.3853,2.1538,Eixample,21.761
2020,39,41.3853,2.1538,Eixample,11.994
2020,40,41.3853,2.1538,Eixample,14.210
2020,37,41.3987,2.1534,Gràcia,10.724
2020,38,41.3987,2.1534,Gràcia,17.028
2020,39,41.3987,2.1534,Gràcia,6.528
2020,40,41.3987,2.1534,Gràcia,9.675
2020,37,41.3864,2.1874,Ciutadella,3.469
2020,38,41.3864,2.1874,Ciutadella,10.944
2020,39,41.3864,2.1874,Ciutadella,5.339
2020,40,41.3864,2.1874,Ciutadella,4.910
2020,37,41.4261,2.148,Vall Hebron,2.372
2020,38,41.4261,2.148,Vall Hebron,7.230
2020,39,41.4261,2.148,Vall Hebron,3.789
2020,40,41.4261,2.148,Vall Hebron,4.414
2020,37,41.3875,2.1151,Palau Reial,1.880
