Jahr,Wochennummer,Wochenbeginn,Lat,Long,Ort,Durchschnitt
2020,11,2020-03-09,41.4261,2.148,Vall Hebron,21.983
2020,12,2020-03-16,41.4261,2.148,Vall Hebron,18.626
2020,13,2020-03-23,41.4261,2.148,Vall Hebron,13.786
2020,14,2020-03-30,41.4261,2.148,Vall Hebron,10.245
2020,10,2020-03-02,41.3875,2.1151,Palau Reial,14.371
2020,11,2020-03-09,41.3875,2.1151,Palau Reial,19.189
2020,12,2020-03-16,41.3875,2.1151,Palau Reial,19.314
2020,13,2020-03-23,41.3875,2.1151,Palau Reial,13.009
2020,14,2020-03-30,41.3875,2.1151,Palau Reial,12.162
2020,15,2020-04-06,41.4039,2.2045,Poblenou,17.771
2020,16,2020-04-13,41.4039,2.2045,Poblenou,20.301
2020,17,2020-04-20,41.4039,2.2045,Poblenou,12.753
2020,18,2020-04-27,41.4039,2.2045,Poblenou,14.421
2020,15,2020-04-06,41.3853,2.1538,Eixample,18.785
2020,16,2020-04-13,41.3853,2.1538,Eixample,19.767
2020,17,2020-04-20,41.3853,2.1538,Eixample,12.240
2020,18,2020-04-27,41.3853,2.1538,Eixample,14.675
2020,15,2020-04-06,41.3987,2.1534,Gràcia,17.898
2020,16,2020-04-13,41.3987,2.1534,Gràcia,20.486
2020,17,2020-04-20,41.3987,2.1534,Gràcia,12.511
2020,18,2020-04-27,41.3987,2.1534,Gràcia,14.192
2020,15,2020-04-06,41.4261,2.148,Vall Hebron,13.231
2020,16,2020-04-13,41.4261,2.148,Vall Hebron,14.269
2020,17,2020-04-20,41.4261,2.148,Vall Hebron,7.775
2020,18,2020-04-27,41.4261,2.148,Vall Hebron,8.047
2020,15,2020-04-06,41.3875,2.1151,Palau Reial,14.845
2020,16,2020-04-13,41.3875,2.1151,Palau Reial,16.314
2020,17,2020-04-20,41.3875,2.1151,Palau Reial,10.386
2020,18,2020-04-27,41.3875,2.1151,Palau Reial,12.981
2020,19,2020-05-04,41.4039,2.2045,Poblenou,21.059
2020,20,2020-05-11,41.4039,2.2045,Poblenou,13.990
2020,21,2020-05-18,41.4039,2.2045,Poblenou,25.179
2020,22,2020-05-25,41.4039,2.2045,Poblenou,22.375
