Ort,Datum,Wert
Gràcia,2019-06-25 04,7
Gràcia,2019-06-25 05,6
Gràcia,2019-06-25 06,8
Gràcia,2019-06-25 07,19
Gràcia,2019-06-25 08,41
Gràcia,2019-06-25 09,46
Gràcia,2019-06-25 10,23
Gràcia,2019-06-25 11,30
Gràcia,2019-06-25 12,31
Gràcia,2019-06-25 13,33
Gràcia,2019-06-25 14,23
Gràcia,2019-06-25 15,33
Gràcia,2019-06-25 16,35
Gràcia,2019-06-25 17,31
Gràcia,2019-06-25 18,25
Gràcia,2019-06-25 19,47
Gràcia,2019-06-25 20,47
Gràcia,2019-06-25 21,46
Gràcia,2019-06-25 22,26
Gràcia,2019-06-25 23,15
Gràcia,2019-06-25 24,12
Gràcia,2019-06-26 01,12
Gràcia,2019-06-26 02,10
Gràcia,2019-06-26 03,10
Gràcia,2019-06-26 04,13
Gràcia,2019-06-26 05,11
Gràcia,2019-06-26 06,14
Gràcia,2019-06-26 07,25
Gràcia,2019-06-26 08,51
Gràcia,2019-06-26 09,81
Gràcia,2019-06-26 10,59
Gràcia,2019-06-26 11,64
Gràcia,2019-06-26 12,53
Gràcia,2019-06-26 13,50
Gràcia,2019-06-26 14,30
Gràcia,2019-06-26 15,38
Gràcia,2019-06-26 16,41
Gràcia,2019-06-26 17,49
Gràcia,2019-06-26 18,52
Gràcia,2019-06-26 19,49
Gràcia,2019-06-26 20,36
Gràcia,2019-06-26 21,49
Gràcia,2019-06-26 22,50
Gràcia,2019-06-26 23,35
Gràcia,2019-06-26 24,34
Gràcia,2019-06-27 01,28
Gràcia,2019-06-27 02,56
Gràcia,2019-06-27 03,77
Gràcia,2019-06-27 04,70
Gràcia,2019-06-27 05,78
Gràcia,2019-06-27 06,76
Gràcia,2019-06-27 07,107
Gràcia,2019-06-27 08,120
Gràcia,2019-06-27 09,152
Gràcia,2019-06-27 10,130
Gràcia,2019-06-27 11,102
Gràcia,2019-06-27 12,87
Gràcia,2019-06-27 13,59
Gràcia,2019-06-27 14,57
Gràcia,2019-06-27 15,60
Gràcia,2019-06-27 16,58
Gràcia,2019-06-27 17,70
Gràcia,2019-06-27 18,97
Gràcia,2019-06-27 19,82
Gràcia,2019-06-27 20,164
Gràcia,2019-06-27 21,129
Gràcia,2019-06-27 22,136
Gràcia,2019-06-27 23,82
Gràcia,2019-06-27 24,62
Gràcia,2019-06-28 01,56
Gràcia,2019-06-28 02,67
Gràcia,2019-06-28 03,83
Gràcia,2019-06-28 04,93
Gràcia,2019-06-28 05,102
Gràcia,2019-06-28 06,94
Gràcia,2019-06-28 07,94
Gràcia,2019-06-28 08,113
Gràcia,2019-06-28 09,173
Gràcia,2019-06-28 10,213
Gràcia,2019-06-28 11,233
Gràcia,2019-06-28 12,116
Gràcia,2019-06-28 13,86
Gràcia,2019-06-28 14,65
Gràcia,2019-06-28 15,75
Gràcia,2019-06-28 16,72
Gràcia,2019-06-28 17,56
Gràcia,2019-06-28 18,56
Gràcia,2019-06-28 19,59
Gràcia,2019-06-28 20,58
Gràcia,2019-06-28 21,78
Gràcia,2019-06-28 22,112
Gràcia,2019-06-28 23,102
Gràcia,2019-06-28 24,113
Gràcia,2019-06-29 01,116
Gràcia,2019-06-29 02,132
Gràcia,2019-06-29 03,127
Gràcia,2019-06-29 04,121
Gràcia,2019-06-29 05,121
Gràcia,2019-06-29 06,105
Gràcia,2019-06-29 07,103
Gràcia,2019-06-29 08,107
Gràcia,2019-06-29 09,140
Gràcia,2019-06-29 10,166
Gràcia,2019-06-29 11,165
Gràcia,2019-06-29 12,80
Gràcia,2019-06-29 13,54
Gràcia,2019-06-29 14,45
Gràcia,2019-06-29 15,34
Gràcia,2019-06-29 16,41
Gràcia,2019-06-29 17,58
Gràcia,2019-06-29 18,53
Gràcia,2019-06-29 19,71
Gràcia,2019-06-29 20,83
Gràcia,2019-06-29 21,66
Gràcia,2019-06-29 22,38
Gràcia,2019-06-29 23,47
Gràcia,2019-06-29 24,43
Gràcia,2019-06-30 01,62
Gràcia,2019-06-30 02,62
Gràcia,2019-06-30 03,35
Gràcia,2019-06-30 04,30
Gràcia,2019-06-30 05,28
Gràcia,2019-06-30 06,21
Gràcia,2019-06-30 07,33
Gràcia,2019-06-30 08,40
Gràcia,2019-06-30 09,32
Gràcia,2019-06-30 10,41
Gràcia,2019-06-30 11,43
Gràcia,2019-06-30 12,72
Gràcia,2019-06-30 13,56
Gràcia,2019-06-30 14,30
Gràcia,2019-06-30 15,16
Gràcia,2019-06-30 16,14
Gràcia,2019-06-30 17,9
Gràcia,2019-06-30 18,11
Gràcia,2019-06-30 19,19
Gràcia,2019-06-30 20,32
Gràcia,2019-06-30 21,66
Gràcia,2019-06-30 22,80
Gràcia,2019-06-30 23,53
Gràcia,2019-06-30 24,53
Ciutadella,2019-06-01 01,71
Ciutadella,2019-06-01 02,75
Ciutadella,2019-06-01 03,38
Ciutadella,2019-06-01 04,24
Ciutadella,2019-06-01 05,44
Ciutadella,2019-06-01 06,60
Ciutadella,2019-06-01 07,45
Ciutadella,2019-06-01 08,49
Ciutadella,2019-06-01 09,48
Ciutadella,2019-06-01 10,64
Ciutadella,2019-06-01 11,64
Ciutadella,2019-06-01 12,61
Ciutadella,2019-06-01 13,46
Ciutadella,2019-06-01 14,45
Ciutadella,2019-06-01 15,38
Ciutadella,2019-06-01 16,28
Ciutadella,2019-06-01 17,23
Ciutadella,2019-06-01 18,29
Ciutadella,2019-06-01 19,28
Ciutadella,2019-06-01 20,39
Ciutadella,2019-06-01 21,45
Ciutadella,2019-06-01 22,30
Ciutadella,2019-06-01 23,79
Ciutadella,2019-06-01 24,30
Ciutadella,2019-06-02 01,27
Ciutadella,2019-06-02 02,27
Ciutadella,2019-06-02 03,32
Ciutadella,2019-06-02 04,53
Ciutadella,2019-06-02 05,68
Ciutadella,2019-06-02 06,73
Ciutadella,2019-06-02 07,70
Ciutadella,2019-06-02 08,64
Ciutadella,2019-06-02 09,34
Ciutadella,2019-06-02 10,46
Ciutadella,2019-06-02 11,50
Ciutadella,2019-06-02 12,43
Ciutadella,2019-06-02 13,52
Ciutadella,2019-06-02 14,47
Ciutadella,2019-06-02 15,39
Ciutadella,2019-06-02 16,28
Ciutadella,2019-06-02 17,27
Ciutadella,2019-06-02 18,37
Ciutadella,2019-06-02 19,41
Ciutadella,2019-06-02 20,33
Ciutadella,2019-06-02 21,44
Ciutadella,2019-06-02 22,40
Ciutadella,2019-06-02 23,39
Ciutadella,2019-06-02 24,46
Ciutadella,2019-06-03 01,44
Ciutadella,2019-06-03 02,59
Ciutadella,2019-06-03 03,82
Ciutadella,2019-06-03 04,34
Ciutadella,2019-06-03 05,39
Ciutadella,2019-06-03 06,40
Ciutadella,2019-06-03 07,65
Ciutadella,2019-06-03 08,65
Ciutadella,2019-06-03 09,58
Ciutadella,2019-06-03 10,60
Ciutadella,2019-06-03 11,55
Ciutadella,2019-06-03 12,62
Ciutadella,2019-06-03 13,60
Ciutadella,2019-06-03 14,NA
Ciutadella,2019-06-03 15,NA
Ciutadella,2019-06-03 16,45
Ciutadella,2019-06-03 17,32
Ciutadella,2019-06-03 18,50
Ciutadella,2019-06-03 19,45
Ciutadella,2019-06-03 20,58
Ciutadella,2019-06-03 21,60
Ciutadella,2019-06-03 22,71
Ciutadella,2019-06-03 23,35
Ciutadella,2019-06-03 24,26
Ciutadella,2019-06-04 01,28
Ciutadella,2019-06-04 02,28
Ciutadella,2019-06-04 03,42
Ciutadella,2019-06-04 04,49
Ciutadella,2019-06-04 05,57
Ciutadella,2019-06-04 06,68
Ciutadella,2019-06-04 07,85
Ciutadella,2019-06-04 08,79
Ciutadella,2019-06-04 09,40
Ciutadella,2019-06-04 10,61
Ciutadella,2019-06-04 11,48
Ciutadella,2019-06-04 12,31
Ciutadella,2019-06-04 13,33
Ciutadella,2019-06-04 14,28
Ciutadella,2019-06-04 15,16
Ciutadella,2019-06-04 16,17
Ciutadella,2019-06-04 17,22
Ciutadella,2019-06-04 18,17
Ciutadella,2019-06-04 19,19
Ciutadella,2019-06-04 20,22
Ciutadella,2019-06-04 21,14
Ciutadella,2019-06-04 22,16
Ciutadella,2019-06-04 23,16
Ciutadella,2019-06-04 24,14
Ciutadella,2019-06-05 01,14
Ciutadella,2019-06-05 02,19
Ciutadella,2019-06-05 03,51
Ciutadella,2019-06-05 04,64
Ciutadella,2019-06-05 05,53
Ciutadella,2019-06-05 06,35
Ciutadella,2019-06-05 07,38
Ciutadella,2019-06-05 08,28
Ciutadella,2019-06-05 09,27
Ciutadella,2019-06-05 10,17
Ciutadella,2019-06-05 11,10
Ciutadella,2019-06-05 12,10
Ciutadella,2019-06-05 13,10
Ciutadella,2019-06-05 14,9
Ciutadella,2019-06-05 15,11
Ciutadella,2019-06-05 16,34
Ciutadella,2019-06-05 17,12
Ciutadella,2019-06-05 18,12
Ciutadella,2019-06-05 19,14
Ciutadella,2019-06-05 20,17
Ciutadella,2019-06-05 21,16
Ciutadella,2019-06-05 22,14
Ciutadella,2019-06-05 23,9
Ciutadella,2019-06-05 24,5
Ciutadella,2019-06-06 01,7
Ciutadella,2019-06-06 02,11
Ciutadella,2019-06-06 03,8
Ciutadella,2019-06-06 04,29
Ciutadella,2019-06-06 05,8
Ciutadella,2019-06-06 06,12
Ciutadella,2019-06-06 07,27
Ciutadella,2019-06-06 08,27
Ciutadella,2019-06-06 09,28
Ciutadella,2019-06-06 10,22
Ciutadella,2019-06-06 11,14
Ciutadella,2019-06-06 12,13
Ciutadella,2019-06-06 13,12
Ciutadella,2019-06-06 14,15
Ciutadella,2019-06-06 15,11
Ciutadella,2019-06-06 16,10
Ciutadella,2019-06-06 17,9
Ciutadella,2019-06-06 18,7
Ciutadella,2019-06-06 19,9
Ciutadella,2019-06-06 20,7
Ciutadella,2019-06-06 21,7
Ciutadella,2019-06-06 22,12
Ciutadella,2019-06-06 23,6
Ciutadella,2019-06-06 24,6
Ciutadella,2019-06-07 01,10
Ciutadella,2019-06-07 02,10
Ciutadella,2019-06-07 03,13
Ciutadella,2019-06-07 04,9
Ciutadella,2019-06-07 05,6
Ciutadella,2019-06-07 06,9
Ciutadella,2019-06-07 07,20
Ciutadella,2019-06-07 08,15
Ciutadella,2019-06-07 09,16
Ciutadella,2019-06-07 10,57
Ciutadella,2019-06-07 11,44
Ciutadella,2019-06-07 12,55
Ciutadella,2019-06-07 13,49
Ciutadella,2019-06-07 14,58
Ciutadella,2019-06-07 15,59
Ciutadella,2019-06-07 16,43
Ciutadella,2019-06-07 17,48
Ciutadella,2019-06-07 18,71
Ciutadella,2019-06-07 19,80
Ciutadella,2019-06-07 20,84
Ciutadella,2019-06-07 21,20
Ciutadella,2019-06-07 22,10
Ciutadella,2019-06-07 23,9
Ciutadella,2019-06-07 24,9
Ciutadella,2019-06-08 01,8
Ciutadella,2019-06-08 02,12
Ciutadella,2019-06-08 03,12
Ciutadella,2019-06-08 04,13
Ciutadella,2019-06-08 05,13
Ciutadella,2019-06-08 06,17
Ciutadella,2019-06-08 07,20
Ciutadella,2019-06-08 08,24
Ciutadella,2019-06-08 09,19
Ciutadella,2019-06-08 10,21
Ciutadella,2019-06-08 11,10
Ciutadella,2019-06-08 12,7
Ciutadella,2019-06-08 13,9
Ciutadella,2019-06-08 14,6
Ciutadella,2019-06-08 15,9
Ciutadella,2019-06-08 16,5
Ciutadella,2019-06-08 17,3
Ciutadella,2019-06-08 18,4
Ciutadella,2019-06-08 19,4
Ciutadella,2019-06-08 20,8
Ciutadella,2019-06-08 21,10
Ciutadella,2019-06-08 22,11
Ciutadella,2019-06-08 23,11
Ciutadella,2019-06-08 24,12
Ciutadella,2019-06-09 01,16
Ciutadella,2019-06-09 02,29
Ciutadella,2019-06-09 03,43
Ciutadella,2019-06-09 04,41
Ciutadella,2019-06-09 05,39
Ciutadella,2019-06-09 06,27
Ciutadella,2019-06-09 07,19
Ciutadella,2019-06-09 08,29
Ciutadella,2019-06-09 09,31
Ciutadella,2019-06-09 10,8
Ciutadella,2019-06-09 11,13
Ciutadella,2019-06-09 12,16
Ciutadella,2019-06-09 13,11
Ciutadella,2019-06-09 14,21
Ciutadella,2019-06-09 15,10
Ciutadella,2019-06-09 16,5
Ciutadella,2019-06-09 17,5
Ciutadella,2019-06-09 18,6
Ciutadella,2019-06-09 19,27
Ciutadella,2019-06-09 20,17
Ciutadella,2019-06-09 21,28
Ciutadella,2019-06-09 22,47
Ciutadella,2019-06-09 23,59
Ciutadella,2019-06-09 24,54
Ciutadella,2019-06-10 01,70
Ciutadella,2019-06-10 02,77
Ciutadella,2019-06-10 03,72
Ciutadella,2019-06-10 04,44
Ciutadella,2019-06-10 05,61
Ciutadella,2019-06-10 06,48
Ciutadella,2019-06-10 07,45
Ciutadella,2019-06-10 08,45
Ciutadella,2019-06-10 09,23
Ciutadella,2019-06-10 10,12
Ciutadella,2019-06-10 11,13
Ciutadella,2019-06-10 12,43
Ciutadella,2019-06-10 13,44
Ciutadella,2019-06-10 14,39
Ciutadella,2019-06-10 15,58
Ciutadella,2019-06-10 16,67
Ciutadella,2019-06-10 17,64
Ciutadella,2019-06-10 18,61
Ciutadella,2019-06-10 19,50
Ciutadella,2019-06-10 20,53
Ciutadella,2019-06-10 21,40
Ciutadella,2019-06-10 22,23
Ciutadella,2019-06-10 23,8
Ciutadella,2019-06-10 24,8
Ciutadella,2019-06-11 01,7
Ciutadella,2019-06-11 02,7
Ciutadella,2019-06-11 03,3
Ciutadella,2019-06-11 04,6
Ciutadella,2019-06-11 05,6
Ciutadella,2019-06-11 06,9
Ciutadella,2019-06-11 07,10
Ciutadella,2019-06-11 08,18
Ciutadella,2019-06-11 09,23
Ciutadella,2019-06-11 10,24
Ciutadella,2019-06-11 11,31
Ciutadella,2019-06-11 12,50
Ciutadella,2019-06-11 13,42
Ciutadella,2019-06-11 14,27
Ciutadella,2019-06-11 15,25
Ciutadella,2019-06-11 16,23
Ciutadella,2019-06-11 17,27
Ciutadella,2019-06-11 18,27
Ciutadella,2019-06-11 19,26
Ciutadella,2019-06-11 20,20
Ciutadella,2019-06-11 21,13
Ciutadella,2019-06-11 22,11
Ciutadella,2019-06-11 23,13
Ciutadella,2019-06-11 24,19
Ciutadella,2019-06-12 01,16
Ciutadella,2019-06-12 02,22
Ciutadella,2019-06-12 03,23
Ciutadella,2019-06-12 04,21
Ciutadella,2019-06-12 05,20
Ciutadella,2019-06-12 06,23
Ciutadella,2019-06-12 07,29
Ciutadella,2019-06-12 08,27
Ciutadella,2019-06-12 09,36
Ciutadella,2019-06-12 10,32
Ciutadella,2019-06-12 11,34
Ciutadella,2019-06-12 12,31
Ciutadella,2019-06-12 13,22
Ciutadella,2019-06-12 14,15
Ciutadella,2019-06-12 15,13
Ciutadella,2019-06-12 16,14
Ciutadella,2019-06-12 17,12
Ciutadella,2019-06-12 18,15
Ciutadella,2019-06-12 19,17
Ciutadella,2019-06-12 20,28
Ciutadella,2019-06-12 21,36
Ciutadella,2019-06-12 22,28
Ciutadella,2019-06-12 23,25
Ciutadella,2019-06-12 24,24
Ciutadella,2019-06-13 01,21
Ciutadella,2019-06-13 02,19
Ciutadella,2019-06-13 03,38
Ciutadella,2019-06-13 04,47
Ciutadella,2019-06-13 05,25
Ciutadella,2019-06-13 06,27
Ciutadella,2019-06-13 07,36
Ciutadella,2019-06-13 08,37
Ciutadella,2019-06-13 09,49
Ciutadella,2019-06-13 10,40
Ciutadella,2019-06-13 11,24
Ciutadella,2019-06-13 12,16
Ciutadella,2019-06-13 13,10
Ciutadella,2019-06-13 14,NA
Ciutadella,2019-06-13 15,NA
Ciutadella,2019-06-13 16,NA
Ciutadella,2019-06-13 17,NA
Ciutadella,2019-06-13 18,NA
Ciutadella,2019-06-13 19,NA
Ciutadella,2019-06-13 20,NA
Ciutadella,2019-06-13 21,NA
Ciutadella,2019-06-13 22,NA
Ciutadella,2019-06-13 23,NA
Ciutadella,2019-06-13 24,NA
Ciutadella,2019-06-14 01,27
Ciutadella,2019-06-14 02,35
Ciutadella,2019-06-14 03,35
Ciutadella,2019-06-14 04,22
Ciutadella,2019-06-14 05,19
Ciutadella,2019-06-14 06,27
Ciutadella,2019-06-14 07,41
Ciutadella,2019-06-14 08,50
Ciutadella,2019-06-14 09,56
Ciutadella,2019-06-14 10,39
Ciutadella,2019-06-14 11,22
Ciutadella,2019-06-14 12,42
Ciutadella,2019-06-14 13,74
Ciutadella,2019-06-14 14,75
Ciutadella,2019-06-14 15,39
Ciutadella,2019-06-14 16,26
Ciutadella,2019-06-14 17,27
Ciutadella,2019-06-14 18,28
Ciutadella,2019-06-14 19,26
Ciutadella,2019-06-14 20,19
Ciutadella,2019-06-14 21,27
Ciutadella,2019-06-14 22,40
Ciutadella,2019-06-14 23,50
Ciutadella,2019-06-14 24,36
Ciutadella,2019-06-15 01,32
Ciutadella,2019-06-15 02,32
Ciutadella,2019-06-15 03,53
Ciutadella,2019-06-15 04,46
Ciutadella,2019-06-15 05,44
Ciutadella,2019-06-15 06,56
Ciutadella,2019-06-15 07,51
Ciutadella,2019-06-15 08,44
Ciutadella,2019-06-15 09,46
Ciutadella,2019-06-15 10,30
Ciutadella,2019-06-15 11,26
Ciutadella,2019-06-15 12,12
Ciutadella,2019-06-15 13,9
Ciutadella,2019-06-15 14,7
Ciutadella,2019-06-15 15,6
Ciutadella,2019-06-15 16,6
Ciutadella,2019-06-15 17,8
Ciutadella,2019-06-15 18,7
Ciutadella,2019-06-15 19,10
Ciutadella,2019-06-15 20,7
Ciutadella,2019-06-15 21,8
Ciutadella,2019-06-15 22,6
Ciutadella,2019-06-15 23,7
Ciutadella,2019-06-15 24,10
Ciutadella,2019-06-16 01,27
Ciutadella,2019-06-16 02,44
Ciutadella,2019-06-16 03,30
Ciutadella,2019-06-16 04,31
Ciutadella,2019-06-16 05,31
Ciutadella,2019-06-16 06,31
Ciutadella,2019-06-16 07,32
Ciutadella,2019-06-16 08,27
Ciutadella,2019-06-16 09,28
Ciutadella,2019-06-16 10,21
Ciutadella,2019-06-16 11,10
Ciutadella,2019-06-16 12,18
Ciutadella,2019-06-16 13,24
Ciutadella,2019-06-16 14,36
Ciutadella,2019-06-16 15,43
Ciutadella,2019-06-16 16,45
Ciutadella,2019-06-16 17,52
Ciutadella,2019-06-16 18,35
Ciutadella,2019-06-16 19,31
Ciutadella,2019-06-16 20,32
Ciutadella,2019-06-16 21,16
Ciutadella,2019-06-16 22,24
Ciutadella,2019-06-16 23,23
Ciutadella,2019-06-16 24,21
Ciutadella,2019-06-17 01,29
Ciutadella,2019-06-17 02,39
Ciutadella,2019-06-17 03,44
Ciutadella,2019-06-17 04,39
Ciutadella,2019-06-17 05,27
Ciutadella,2019-06-17 06,31
Ciutadella,2019-06-17 07,54
Ciutadella,2019-06-17 08,58
Ciutadella,2019-06-17 09,70
Ciutadella,2019-06-17 10,60
Ciutadella,2019-06-17 11,66
Ciutadella,2019-06-17 12,82
Ciutadella,2019-06-17 13,23
Ciutadella,2019-06-17 14,35
Ciutadella,2019-06-17 15,54
Ciutadella,2019-06-17 16,39
Ciutadella,2019-06-17 17,40
Ciutadella,2019-06-17 18,35
Ciutadella,2019-06-17 19,46
Ciutadella,2019-06-17 20,57
Ciutadella,2019-06-17 21,50
Ciutadella,2019-06-17 22,32
Ciutadella,2019-06-17 23,45
Ciutadella,2019-06-17 24,31
Ciutadella,2019-06-18 01,32
Ciutadella,2019-06-18 02,28
Ciutadella,2019-06-18 03,22
Ciutadella,2019-06-18 04,34
Ciutadella,2019-06-18 05,38
Ciutadella,2019-06-18 06,40
Ciutadella,2019-06-18 07,52
Ciutadella,2019-06-18 08,64
Ciutadella,2019-06-18 09,89
Ciutadella,2019-06-18 10,82
Ciutadella,2019-06-18 11,73
Ciutadella,2019-06-18 12,43
Ciutadella,2019-06-18 13,39
Ciutadella,2019-06-18 14,34
Ciutadella,2019-06-18 15,NA
Ciutadella,2019-06-18 16,NA
Ciutadella,2019-06-18 17,35
Ciutadella,2019-06-18 18,36
Ciutadella,2019-06-18 19,38
Ciutadella,2019-06-18 20,49
Ciutadella,2019-06-18 21,72
Ciutadella,2019-06-18 22,63
Ciutadella,2019-06-18 23,35
Ciutadella,2019-06-18 24,56
Ciutadella,2019-06-19 01,83
Ciutadella,2019-06-19 02,74
Ciutadella,2019-06-19 03,41
Ciutadella,2019-06-19 04,40
Ciutadella,2019-06-19 05,34
Ciutadella,2019-06-19 06,38
Ciutadella,2019-06-19 07,51
Ciutadella,2019-06-19 08,59
Ciutadella,2019-06-19 09,49
Ciutadella,2019-06-19 10,48
Ciutadella,2019-06-19 11,48
Ciutadella,2019-06-19 12,57
Ciutadella,2019-06-19 13,53
Ciutadella,2019-06-19 14,37
Ciutadella,2019-06-19 15,23
Ciutadella,2019-06-19 16,15
Ciutadella,2019-06-19 17,11
Ciutadella,2019-06-19 18,11
Ciutadella,2019-06-19 19,26
Ciutadella,2019-06-19 20,16
Ciutadella,2019-06-19 21,13
Ciutadella,2019-06-19 22,12
Ciutadella,2019-06-19 23,11
Ciutadella,2019-06-19 24,8
Ciutadella,2019-06-20 01,7
Ciutadella,2019-06-20 02,8
Ciutadella,2019-06-20 03,9
Ciutadella,2019-06-20 04,13
Ciutadella,2019-06-20 05,9
Ciutadella,2019-06-20 06,18
Ciutadella,2019-06-20 07,36
Ciutadella,2019-06-20 08,41
Ciutadella,2019-06-20 09,16
Ciutadella,2019-06-20 10,12
Ciutadella,2019-06-20 11,11
Ciutadella,2019-06-20 12,10
Ciutadella,2019-06-20 13,11
Ciutadella,2019-06-20 14,8
Ciutadella,2019-06-20 15,7
Ciutadella,2019-06-20 16,7
Ciutadella,2019-06-20 17,8
Ciutadella,2019-06-20 18,7
Ciutadella,2019-06-20 19,8
Ciutadella,2019-06-20 20,7
Ciutadella,2019-06-20 21,11
Ciutadella,2019-06-20 22,12
Ciutadella,2019-06-20 23,10
Ciutadella,2019-06-20 24,10
Ciutadella,2019-06-21 01,7
Ciutadella,2019-06-21 02,6
Ciutadella,2019-06-21 03,6
Ciutadella,2019-06-21 04,6
Ciutadella,2019-06-21 05,8
Ciutadella,2019-06-21 06,8
Ciutadella,2019-06-21 07,12
Ciutadella,2019-06-21 08,30
Ciutadella,2019-06-21 09,35
Ciutadella,2019-06-21 10,32
Ciutadella,2019-06-21 11,17
Ciutadella,2019-06-21 12,15
Ciutadella,2019-06-21 13,32
Ciutadella,2019-06-21 14,36
Ciutadella,2019-06-21 15,21
Ciutadella,2019-06-21 16,14
Ciutadella,2019-06-21 17,6
Ciutadella,2019-06-21 18,5
Ciutadella,2019-06-21 19,5
Ciutadella,2019-06-21 20,4
Ciutadella,2019-06-21 21,19
Ciutadella,2019-06-21 22,15
Ciutadella,2019-06-21 23,11
Ciutadella,2019-06-21 24,35
Ciutadella,2019-06-22 01,57
Ciutadella,2019-06-22 02,45
Ciutadella,2019-06-22 03,53
Ciutadella,2019-06-22 04,49
Ciutadella,2019-06-22 05,44
Ciutadella,2019-06-22 06,53
Ciutadella,2019-06-22 07,40
Ciutadella,2019-06-22 08,50
Ciutadella,2019-06-22 09,32
Ciutadella,2019-06-22 10,12
Ciutadella,2019-06-22 11,28
Ciutadella,2019-06-22 12,72
Ciutadella,2019-06-22 13,65
Ciutadella,2019-06-22 14,59
Ciutadella,2019-06-22 15,22
Ciutadella,2019-06-22 16,15
Ciutadella,2019-06-22 17,19
Ciutadella,2019-06-22 18,11
Ciutadella,2019-06-22 19,13
Ciutadella,2019-06-22 20,14
Ciutadella,2019-06-22 21,41
Ciutadella,2019-06-22 22,38
Ciutadella,2019-06-22 23,25
Ciutadella,2019-06-22 24,35
Ciutadella,2019-06-23 01,31
Ciutadella,2019-06-23 02,16
Ciutadella,2019-06-23 03,15
Ciutadella,2019-06-23 04,16
Ciutadella,2019-06-23 05,27
Ciutadella,2019-06-23 06,26
Ciutadella,2019-06-23 07,22
Ciutadella,2019-06-23 08,26
Ciutadella,2019-06-23 09,14
Ciutadella,2019-06-23 10,39
Ciutadella,2019-06-23 11,75
Ciutadella,2019-06-23 12,74
Ciutadella,2019-06-23 13,26
Ciutadella,2019-06-23 14,38
Ciutadella,2019-06-23 15,57
Ciutadella,2019-06-23 16,36
Ciutadella,2019-06-23 17,18
Ciutadella,2019-06-23 18,24
Ciutadella,2019-06-23 19,51
Ciutadella,2019-06-23 20,41
Ciutadella,2019-06-23 21,41
Ciutadella,2019-06-23 22,57
Ciutadella,2019-06-23 23,17
Ciutadella,2019-06-23 24,30
Ciutadella,2019-06-24 01,35
Ciutadella,2019-06-24 02,29
Ciutadella,2019-06-24 03,49
Ciutadella,2019-06-24 04,37
Ciutadella,2019-06-24 05,27
Ciutadella,2019-06-24 06,19
Ciutadella,2019-06-24 07,27
Ciutadella,2019-06-24 08,24
Ciutadella,2019-06-24 09,29
Ciutadella,2019-06-24 10,12
Ciutadella,2019-06-24 11,8
Ciutadella,2019-06-24 12,8
Ciutadella,2019-06-24 13,5
Ciutadella,2019-06-24 14,6
Ciutadella,2019-06-24 15,7
Ciutadella,2019-06-24 16,4
Ciutadella,2019-06-24 17,5
Ciutadella,2019-06-24 18,5
Ciutadella,2019-06-24 19,6
Ciutadella,2019-06-24 20,6
Ciutadella,2019-06-24 21,9
Ciutadella,2019-06-24 22,8
Ciutadella,2019-06-24 23,6
Ciutadella,2019-06-24 24,5
Ciutadella,2019-06-25 01,6
Ciutadella,2019-06-25 02,5
Ciutadella,2019-06-25 03,5
Ciutadella,2019-06-25 04,4
Ciutadella,2019-06-25 05,5
Ciutadella,2019-06-25 06,8
Ciutadella,2019-06-25 07,8
Ciutadella,2019-06-25 08,11
Ciutadella,2019-06-25 09,14
Ciutadella,2019-06-25 10,13
Ciutadella,2019-06-25 11,19
Ciutadella,2019-06-25 12,14
Ciutadella,2019-06-25 13,17
Ciutadella,2019-06-25 14,7
Ciutadella,2019-06-25 15,6
Ciutadella,2019-06-25 16,8
Ciutadella,2019-06-25 17,7
Ciutadella,2019-06-25 18,10
Ciutadella,2019-06-25 19,14
Ciutadella,2019-06-25 20,17
Ciutadella,2019-06-25 21,16
Ciutadella,2019-06-25 22,9
Ciutadella,2019-06-25 23,7
Ciutadella,2019-06-25 24,6
Ciutadella,2019-06-26 01,5
Ciutadella,2019-06-26 02,4
Ciutadella,2019-06-26 03,4
Ciutadella,2019-06-26 04,4
Ciutadella,2019-06-26 05,9
Ciutadella,2019-06-26 06,12
Ciutadella,2019-06-26 07,30
Ciutadella,2019-06-26 08,45
Ciutadella,2019-06-26 09,71
Ciutadella,2019-06-26 10,40
Ciutadella,2019-06-26 11,24
Ciutadella,2019-06-26 12,15
Ciutadella,2019-06-26 13,15
Ciutadella,2019-06-26 14,11
Ciutadella,2019-06-26 15,12
Ciutadella,2019-06-26 16,15
Ciutadella,2019-06-26 17,16
Ciutadella,2019-06-26 18,15
Ciutadella,2019-06-26 19,17
Ciutadella,2019-06-26 20,21
Ciutadella,2019-06-26 21,19
Ciutadella,2019-06-26 22,16
Ciutadella,2019-06-26 23,16
Ciutadella,2019-06-26 24,22
Ciutadella,2019-06-27 01,21
Ciutadella,2019-06-27 02,39
Ciutadella,2019-06-27 03,44
Ciutadella,2019-06-27 04,45
Ciutadella,2019-06-27 05,45
Ciutadella,2019-06-27 06,52
Ciutadella,2019-06-27 07,54
Ciutadella,2019-06-27 08,61
Ciutadella,2019-06-27 09,90
Ciutadella,2019-06-27 10,109
Ciutadella,2019-06-27 11,54
Ciutadella,2019-06-27 12,30
Ciutadella,2019-06-27 13,21
Ciutadella,2019-06-27 14,18
Ciutadella,2019-06-27 15,25
Ciutadella,2019-06-27 16,17
Ciutadella,2019-06-27 17,15
Ciutadella,2019-06-27 18,21
Ciutadella,2019-06-27 19,26
