Jahr,Wochennummer,Wochenbeginn,Lat,Long,Ort,Durchschnitt
2020,10,2020-03-02,41.3875,2.1151,Palau Reial,1.031
2020,11,2020-03-09,41.3875,2.1151,Palau Reial,1.136
2020,12,2020-03-16,41.3875,2.1151,Palau Reial,1.019
2020,13,2020-03-23,41.3875,2.1151,Palau Reial,1.063
2020,14,2020-03-30,41.3875,2.1151,Palau Reial,1.043
2020,15,2020-04-06,41.3853,2.1538,Eixample,1.092
2020,16,2020-04-13,41.3853,2.1538,Eixample,1.000
2020,17,2020-04-20,41.3853,2.1538,Eixample,1.050
2020,18,2020-04-27,41.3853,2.1538,Eixample,1.012
2020,15,2020-04-06,41.3987,2.1534,Gràcia,1.186
2020,16,2020-04-13,41.3987,2.1534,Gràcia,1.025
2020,17,2020-04-20,41.3987,2.1534,Gràcia,1.226
2020,18,2020-04-27,41.3987,2.1534,Gràcia,1.279
2020,15,2020-04-06,41.4261,2.148,Vall Hebron,1.030
2020,16,2020-04-13,41.4261,2.148,Vall Hebron,1.000
2020,17,2020-04-20,41.4261,2.148,Vall Hebron,1.093
2020,18,2020-04-27,41.4261,2.148,Vall Hebron,1.158
2020,15,2020-04-06,41.3875,2.1151,Palau Reial,1.250
2020,16,2020-04-13,41.3875,2.1151,Palau Reial,1.030
2020,17,2020-04-20,41.3875,2.1151,Palau Reial,1.147
2020,18,2020-04-27,41.3875,2.1151,Palau Reial,1.144
2020,19,2020-05-04,41.3853,2.1538,Eixample,1.484
2020,20,2020-05-11,41.3853,2.1538,Eixample,1.213
2020,21,2020-05-18,41.3853,2.1538,Eixample,1.414
2020,22,2020-05-25,41.3853,2.1538,Eixample,1.379
2020,19,2020-05-04,41.3987,2.1534,Gràcia,1.757
2020,20,2020-05-11,41.3987,2.1534,Gràcia,2.043
2020,21,2020-05-18,41.3987,2.1534,Gràcia,2.883
2020,22,2020-05-25,41.3987,2.1534,Gràcia,2.959
2020,19,2020-05-04,41.4261,2.148,Vall Hebron,1.159
