Jahr,Wochennummer,Lat,Long,Ort,Durchschnitt
2020,20,41.3875,2.1151,Palau Reial,7.584
2020,21,41.3875,2.1151,Palau Reial,20.302
2020,22,41.3875,2.1151,Palau Reial,11.076
2020,23,41.4039,2.2045,Poblenou,22.282
2020,24,41.4039,2.2045,Poblenou,24.539
2020,25,41.4039,2.2045,Poblenou,30.974
2020,26,41.4039,2.2045,Poblenou,39.608
2020,27,41.4039,2.2045,Poblenou,24.562
2020,23,41.3788,2.1331,Sants,14.800
2020,24,41.3788,2.1331,Sants,15.272
2020,25,41.3788,2.1331,Sants,20.526
2020,26,41.3788,2.1331,Sants,26.732
2020,27,41.3788,2.1331,Sants,20.140
2020,23,41.3853,2.1538,Eixample,33.951
2020,24,41.3853,2.1538,Eixample,42.275
2020,25,41.3853,2.1538,Eixample,49.926
2020,26,41.3853,2.1538,Eixample,58.684
2020,27,41.3853,2.1538,Eixample,58.439
2020,23,41.3987,2.1534,Gràcia,25.353
2020,24,41.3987,2.1534,Gràcia,29.995
2020,25,41.3987,2.1534,Gràcia,33.836
2020,26,41.3987,2.1534,Gràcia,43.759
2020,27,41.3987,2.1534,Gràcia,36.283
2020,23,41.3864,2.1874,Ciutadella,13.669
2020,24,41.3864,2.1874,Ciutadella,14.425
2020,25,41.3864,2.1874,Ciutadella,18.875
2020,26,41.3864,2.1874,Ciutadella,27.144
2020,27,41.3864,2.1874,Ciutadella,17.402
2020,23,41.4261,2.148,Vall Hebron,15.085
2020,24,41.4261,2.148,Vall Hebron,18.479
2020,25,41.4261,2.148,Vall Hebron,22.502
2020,26,41.4261,2.148,Vall Hebron,27.040
2020,27,41.4261,2.148,Vall Hebron,19.734
2020,23,41.3875,2.1151,Palau Reial,8.701
2020,24,41.3875,2.1151,Palau Reial,8.298
2020,25,41.3875,2.1151,Palau Reial,12.667
2020,26,41.3875,2.1151,Palau Reial,21.520
2020,27,41.3875,2.1151,Palau Reial,15.139
2020,28,41.4039,2.2045,Poblenou,29.413
2020,29,41.4039,2.2045,Poblenou,23.821
2020,30,41.4039,2.2045,Poblenou,34.164
2020,31,41.4039,2.2045,Poblenou,37.038
2020,28,41.3788,2.1331,Sants,26.517
2020,29,41.3788,2.1331,Sants,16.337
2020,30,41.3788,2.1331,Sants,26.555
2020,31,41.3788,2.1331,Sants,29.547
2020,28,41.3853,2.1538,Eixample,63.574
2020,29,41.3853,2.1538,Eixample,50.663
2020,30,41.3853,2.1538,Eixample,54.207
2020,31,41.3853,2.1538,Eixample,58.724
2020,28,41.3987,2.1534,Gràcia,38.948
2020,29,41.3987,2.1534,Gràcia,29.595
2020,30,41.3987,2.1534,Gràcia,41.092
2020,31,41.3987,2.1534,Gràcia,43.092
2020,28,41.3864,2.1874,Ciutadella,22.132
2020,29,41.3864,2.1874,Ciutadella,16.364
2020,30,41.3864,2.1874,Ciutadella,24.047
2020,31,41.3864,2.1874,Ciutadella,25.840
2020,28,41.4261,2.148,Vall Hebron,24.678
2020,29,41.4261,2.148,Vall Hebron,15.431
2020,30,41.4261,2.148,Vall Hebron,25.696
2020,31,41.4261,2.148,Vall Hebron,30.329
2020,28,41.3875,2.1151,Palau Reial,22.872
2020,29,41.3875,2.1151,Palau Reial,11.894
2020,30,41.3875,2.1151,Palau Reial,10.024
2020,31,41.3875,2.1151,Palau Reial,22.342
2020,32,41.4039,2.2045,Poblenou,23.982
2020,33,41.4039,2.2045,Poblenou,25.559
2020,34,41.4039,2.2045,Poblenou,23.939
2020,35,41.4039,2.2045,Poblenou,28.357
2020,36,41.4039,2.2045,Poblenou,35.483
2020,32,41.3788,2.1331,Sants,16.477
2020,33,41.3788,2.1331,Sants,20.118
2020,34,41.3788,2.1331,Sants,16.003
2020,35,41.3788,2.1331,Sants,15.282
2020,36,41.3788,2.1331,Sants,21.902
2020,32,41.3853,2.1538,Eixample,48.189
2020,33,41.3853,2.1538,Eixample,41.688
2020,34,41.3853,2.1538,Eixample,35.248
2020,35,41.3853,2.1538,Eixample,38.586
2020,36,41.3853,2.1538,Eixample,54.547
2020,32,41.3987,2.1534,Gràcia,31.646
2020,33,41.3987,2.1534,Gràcia,32.383
2020,34,41.3987,2.1534,Gràcia,29.952
2020,35,41.3987,2.1534,Gràcia,27.645
2020,36,41.3987,2.1534,Gràcia,40.086
2020,32,41.3864,2.1874,Ciutadella,15.504
2020,33,41.3864,2.1874,Ciutadella,20.043
2020,34,41.3864,2.1874,Ciutadella,18.022
2020,35,41.3864,2.1874,Ciutadella,20.746
2020,36,41.3864,2.1874,Ciutadella,23.136
2020,32,41.4261,2.148,Vall Hebron,14.705
2020,33,41.4261,2.148,Vall Hebron,22.002
2020,34,41.4261,2.148,Vall Hebron,19.454
2020,35,41.4261,2.148,Vall Hebron,27.397
2020,36,41.4261,2.148,Vall Hebron,24.727
2020,32,41.3875,2.1151,Palau Reial,11.000
2020,33,41.3875,2.1151,Palau Reial,20.077
2020,34,41.3875,2.1151,Palau Reial,16.099
2020,35,41.3875,2.1151,Palau Reial,10.571
2020,36,41.3875,2.1151,Palau Reial,12.951
2020,37,41.4039,2.2045,Poblenou,35.552
2020,38,41.4039,2.2045,Poblenou,54.062
2020,39,41.4039,2.2045,Poblenou,38.381
2020,40,41.4039,2.2045,Poblenou,40.376
2020,37,41.3788,2.1331,Sants,25.181
2020,38,41.3788,2.1331,Sants,43.217
2020,39,41.3788,2.1331,Sants,23.416
2020,40,41.3788,2.1331,Sants,27.325
2020,37,41.3853,2.1538,Eixample,58.695
2020,38,41.3853,2.1538,Eixample,81.340
2020,39,41.3853,2.1538,Eixample,51.706
2020,40,41.3853,2.1538,Eixample,56.740
2020,37,41.3987,2.1534,Gràcia,56.407
2020,38,41.3987,2.1534,Gràcia,74.401
2020,39,41.3987,2.1534,Gràcia,36.035
2020,40,41.3987,2.1534,Gràcia,45.728
2020,37,41.3864,2.1874,Ciutadella,30.092
2020,38,41.3864,2.1874,Ciutadella,49.429
2020,39,41.3864,2.1874,Ciutadella,30.008
2020,40,41.3864,2.1874,Ciutadella,31.035
2020,37,41.4261,2.148,Vall Hebron,21.814
2020,38,41.4261,2.148,Vall Hebron,43.429
2020,39,41.4261,2.148,Vall Hebron,24.012
2020,40,41.4261,2.148,Vall Hebron,28.407
