Ort,Datum,Wert
Poblenou,2019-09-27 14,41
Poblenou,2019-09-27 15,32
Poblenou,2019-09-27 16,28
Poblenou,2019-09-27 17,33
Poblenou,2019-09-27 18,59
Poblenou,2019-09-27 19,46
Poblenou,2019-09-27 20,36
Poblenou,2019-09-27 21,33
Poblenou,2019-09-27 22,31
Poblenou,2019-09-27 23,NA
Poblenou,2019-09-27 24,NA
Poblenou,2019-09-28 01,34
Poblenou,2019-09-28 02,33
Poblenou,2019-09-28 03,29
Poblenou,2019-09-28 04,20
Poblenou,2019-09-28 05,18
Poblenou,2019-09-28 06,19
Poblenou,2019-09-28 07,21
Poblenou,2019-09-28 08,20
Poblenou,2019-09-28 09,28
Poblenou,2019-09-28 10,35
Poblenou,2019-09-28 11,23
Poblenou,2019-09-28 12,17
Poblenou,2019-09-28 13,15
Poblenou,2019-09-28 14,14
Poblenou,2019-09-28 15,11
Poblenou,2019-09-28 16,12
Poblenou,2019-09-28 17,11
Poblenou,2019-09-28 18,11
Poblenou,2019-09-28 19,17
Poblenou,2019-09-28 20,34
Poblenou,2019-09-28 21,33
Poblenou,2019-09-28 22,25
Poblenou,2019-09-28 23,22
Poblenou,2019-09-28 24,NA
Poblenou,2019-09-29 01,21
Poblenou,2019-09-29 02,24
Poblenou,2019-09-29 03,24
Poblenou,2019-09-29 04,25
Poblenou,2019-09-29 05,25
Poblenou,2019-09-29 06,24
Poblenou,2019-09-29 07,19
Poblenou,2019-09-29 08,20
Poblenou,2019-09-29 09,22
Poblenou,2019-09-29 10,28
Poblenou,2019-09-29 11,27
Poblenou,2019-09-29 12,33
Poblenou,2019-09-29 13,35
Poblenou,2019-09-29 14,38
Poblenou,2019-09-29 15,35
Poblenou,2019-09-29 16,34
Poblenou,2019-09-29 17,36
Poblenou,2019-09-29 18,38
Poblenou,2019-09-29 19,36
Poblenou,2019-09-29 20,37
Poblenou,2019-09-29 21,35
Poblenou,2019-09-29 22,37
Poblenou,2019-09-29 23,38
Poblenou,2019-09-29 24,NA
Poblenou,2019-09-30 01,31
Poblenou,2019-09-30 02,32
Poblenou,2019-09-30 03,28
Poblenou,2019-09-30 04,26
Poblenou,2019-09-30 05,25
Poblenou,2019-09-30 06,26
Poblenou,2019-09-30 07,28
Poblenou,2019-09-30 08,35
Poblenou,2019-09-30 09,46
Poblenou,2019-09-30 10,59
Poblenou,2019-09-30 11,42
Poblenou,2019-09-30 12,20
Poblenou,2019-09-30 13,22
Poblenou,2019-09-30 14,22
Poblenou,2019-09-30 15,36
Poblenou,2019-09-30 16,33
Poblenou,2019-09-30 17,33
Poblenou,2019-09-30 18,69
Poblenou,2019-09-30 19,61
Poblenou,2019-09-30 20,38
Poblenou,2019-09-30 21,27
Poblenou,2019-09-30 22,20
Poblenou,2019-09-30 23,NA
Poblenou,2019-09-30 24,NA
Eixample,2019-09-01 01,14
Eixample,2019-09-01 02,23
Eixample,2019-09-01 03,21
Eixample,2019-09-01 04,24
Eixample,2019-09-01 05,22
Eixample,2019-09-01 06,10
Eixample,2019-09-01 07,10
Eixample,2019-09-01 08,19
Eixample,2019-09-01 09,28
Eixample,2019-09-01 10,33
Eixample,2019-09-01 11,28
Eixample,2019-09-01 12,23
Eixample,2019-09-01 13,28
Eixample,2019-09-01 14,26
Eixample,2019-09-01 15,23
Eixample,2019-09-01 16,23
Eixample,2019-09-01 17,23
Eixample,2019-09-01 18,24
Eixample,2019-09-01 19,25
Eixample,2019-09-01 20,13
Eixample,2019-09-01 21,17
Eixample,2019-09-01 22,17
Eixample,2019-09-01 23,17
Eixample,2019-09-01 24,20
Eixample,2019-09-02 01,19
Eixample,2019-09-02 02,17
Eixample,2019-09-02 03,18
Eixample,2019-09-02 04,6
Eixample,2019-09-02 05,10
Eixample,2019-09-02 06,25
Eixample,2019-09-02 07,12
Eixample,2019-09-02 08,20
Eixample,2019-09-02 09,30
Eixample,2019-09-02 10,33
Eixample,2019-09-02 11,10
Eixample,2019-09-02 12,21
Eixample,2019-09-02 13,26
Eixample,2019-09-02 14,38
Eixample,2019-09-02 15,22
Eixample,2019-09-02 16,17
Eixample,2019-09-02 17,20
Eixample,2019-09-02 18,23
Eixample,2019-09-02 19,20
Eixample,2019-09-02 20,24
Eixample,2019-09-02 21,30
Eixample,2019-09-02 22,33
Eixample,2019-09-02 23,20
Eixample,2019-09-02 24,23
Eixample,2019-09-03 01,13
Eixample,2019-09-03 02,8
Eixample,2019-09-03 03,8
Eixample,2019-09-03 04,10
Eixample,2019-09-03 05,10
Eixample,2019-09-03 06,8
Eixample,2019-09-03 07,10
Eixample,2019-09-03 08,1
Eixample,2019-09-03 09,8
Eixample,2019-09-03 10,22
Eixample,2019-09-03 11,25
Eixample,2019-09-03 12,23
Eixample,2019-09-03 13,40
Eixample,2019-09-03 14,54
Eixample,2019-09-03 15,39
Eixample,2019-09-03 16,30
Eixample,2019-09-03 17,21
Eixample,2019-09-03 18,27
Eixample,2019-09-03 19,23
Eixample,2019-09-03 20,24
Eixample,2019-09-03 21,26
Eixample,2019-09-03 22,23
Eixample,2019-09-03 23,22
Eixample,2019-09-03 24,12
Eixample,2019-09-04 01,15
Eixample,2019-09-04 02,17
Eixample,2019-09-04 03,14
Eixample,2019-09-04 04,9
Eixample,2019-09-04 05,12
Eixample,2019-09-04 06,17
Eixample,2019-09-04 07,21
Eixample,2019-09-04 08,29
Eixample,2019-09-04 09,38
Eixample,2019-09-04 10,50
Eixample,2019-09-04 11,NA
Eixample,2019-09-04 12,114
Eixample,2019-09-04 13,69
Eixample,2019-09-04 14,50
Eixample,2019-09-04 15,32
Eixample,2019-09-04 16,24
Eixample,2019-09-04 17,25
Eixample,2019-09-04 18,22
Eixample,2019-09-04 19,24
Eixample,2019-09-04 20,24
Eixample,2019-09-04 21,27
Eixample,2019-09-04 22,27
Eixample,2019-09-04 23,23
Eixample,2019-09-04 24,22
Eixample,2019-09-05 01,22
Eixample,2019-09-05 02,17
Eixample,2019-09-05 03,16
Eixample,2019-09-05 04,13
Eixample,2019-09-05 05,15
Eixample,2019-09-05 06,19
Eixample,2019-09-05 07,17
Eixample,2019-09-05 08,22
Eixample,2019-09-05 09,26
Eixample,2019-09-05 10,30
Eixample,2019-09-05 11,30
Eixample,2019-09-05 12,32
Eixample,2019-09-05 13,39
Eixample,2019-09-05 14,41
Eixample,2019-09-05 15,37
Eixample,2019-09-05 16,32
Eixample,2019-09-05 17,30
Eixample,2019-09-05 18,34
Eixample,2019-09-05 19,34
Eixample,2019-09-05 20,37
Eixample,2019-09-05 21,32
Eixample,2019-09-05 22,22
Eixample,2019-09-05 23,20
Eixample,2019-09-05 24,NA
Eixample,2019-09-06 01,21
Eixample,2019-09-06 02,25
Eixample,2019-09-06 03,21
Eixample,2019-09-06 04,14
Eixample,2019-09-06 05,18
Eixample,2019-09-06 06,17
Eixample,2019-09-06 07,19
Eixample,2019-09-06 08,20
Eixample,2019-09-06 09,24
Eixample,2019-09-06 10,23
Eixample,2019-09-06 11,23
Eixample,2019-09-06 12,27
Eixample,2019-09-06 13,38
Eixample,2019-09-06 14,43
Eixample,2019-09-06 15,37
Eixample,2019-09-06 16,25
Eixample,2019-09-06 17,25
Eixample,2019-09-06 18,24
Eixample,2019-09-06 19,25
Eixample,2019-09-06 20,23
Eixample,2019-09-06 21,23
Eixample,2019-09-06 22,28
Eixample,2019-09-06 23,NA
Eixample,2019-09-06 24,NA
Eixample,2019-09-07 01,23
Eixample,2019-09-07 02,22
Eixample,2019-09-07 03,23
Eixample,2019-09-07 04,16
Eixample,2019-09-07 05,14
Eixample,2019-09-07 06,14
Eixample,2019-09-07 07,14
Eixample,2019-09-07 08,16
Eixample,2019-09-07 09,21
Eixample,2019-09-07 10,25
Eixample,2019-09-07 11,25
Eixample,2019-09-07 12,23
Eixample,2019-09-07 13,23
Eixample,2019-09-07 14,27
Eixample,2019-09-07 15,26
Eixample,2019-09-07 16,21
Eixample,2019-09-07 17,19
Eixample,2019-09-07 18,17
Eixample,2019-09-07 19,25
Eixample,2019-09-07 20,25
Eixample,2019-09-07 21,27
Eixample,2019-09-07 22,25
Eixample,2019-09-07 23,25
Eixample,2019-09-07 24,21
Eixample,2019-09-08 01,17
Eixample,2019-09-08 02,19
Eixample,2019-09-08 03,18
Eixample,2019-09-08 04,24
Eixample,2019-09-08 05,21
Eixample,2019-09-08 06,18
Eixample,2019-09-08 07,12
Eixample,2019-09-08 08,13
Eixample,2019-09-08 09,15
Eixample,2019-09-08 10,16
Eixample,2019-09-08 11,17
Eixample,2019-09-08 12,19
Eixample,2019-09-08 13,20
Eixample,2019-09-08 14,23
Eixample,2019-09-08 15,21
Eixample,2019-09-08 16,25
Eixample,2019-09-08 17,28
Eixample,2019-09-08 18,19
Eixample,2019-09-08 19,18
Eixample,2019-09-08 20,20
Eixample,2019-09-08 21,20
Eixample,2019-09-08 22,20
Eixample,2019-09-08 23,19
Eixample,2019-09-08 24,19
Eixample,2019-09-09 01,13
Eixample,2019-09-09 02,12
Eixample,2019-09-09 03,12
Eixample,2019-09-09 04,12
Eixample,2019-09-09 05,11
Eixample,2019-09-09 06,10
Eixample,2019-09-09 07,14
Eixample,2019-09-09 08,21
Eixample,2019-09-09 09,23
Eixample,2019-09-09 10,27
Eixample,2019-09-09 11,22
Eixample,2019-09-09 12,22
Eixample,2019-09-09 13,18
Eixample,2019-09-09 14,17
Eixample,2019-09-09 15,17
Eixample,2019-09-09 16,18
Eixample,2019-09-09 17,22
Eixample,2019-09-09 18,25
Eixample,2019-09-09 19,31
Eixample,2019-09-09 20,29
Eixample,2019-09-09 21,26
Eixample,2019-09-09 22,25
Eixample,2019-09-09 23,NA
Eixample,2019-09-09 24,NA
Eixample,2019-09-10 01,21
Eixample,2019-09-10 02,19
Eixample,2019-09-10 03,19
Eixample,2019-09-10 04,12
Eixample,2019-09-10 05,10
Eixample,2019-09-10 06,11
Eixample,2019-09-10 07,9
Eixample,2019-09-10 08,14
Eixample,2019-09-10 09,17
Eixample,2019-09-10 10,23
Eixample,2019-09-10 11,25
Eixample,2019-09-10 12,23
Eixample,2019-09-10 13,17
Eixample,2019-09-10 14,15
Eixample,2019-09-10 15,16
Eixample,2019-09-10 16,16
Eixample,2019-09-10 17,16
Eixample,2019-09-10 18,18
Eixample,2019-09-10 19,12
Eixample,2019-09-10 20,12
Eixample,2019-09-10 21,14
Eixample,2019-09-10 22,12
Eixample,2019-09-10 23,13
Eixample,2019-09-10 24,9
Eixample,2019-09-11 01,8
Eixample,2019-09-11 02,7
Eixample,2019-09-11 03,3
Eixample,2019-09-11 04,2
Eixample,2019-09-11 05,5
Eixample,2019-09-11 06,11
Eixample,2019-09-11 07,14
Eixample,2019-09-11 08,12
Eixample,2019-09-11 09,12
Eixample,2019-09-11 10,15
Eixample,2019-09-11 11,13
Eixample,2019-09-11 12,14
Eixample,2019-09-11 13,16
Eixample,2019-09-11 14,18
Eixample,2019-09-11 15,17
Eixample,2019-09-11 16,17
Eixample,2019-09-11 17,20
Eixample,2019-09-11 18,23
Eixample,2019-09-11 19,31
Eixample,2019-09-11 20,25
Eixample,2019-09-11 21,30
Eixample,2019-09-11 22,30
Eixample,2019-09-11 23,23
Eixample,2019-09-11 24,26
Eixample,2019-09-12 01,22
Eixample,2019-09-12 02,13
Eixample,2019-09-12 03,14
Eixample,2019-09-12 04,15
Eixample,2019-09-12 05,12
Eixample,2019-09-12 06,11
Eixample,2019-09-12 07,13
Eixample,2019-09-12 08,32
Eixample,2019-09-12 09,61
Eixample,2019-09-12 10,55
Eixample,2019-09-12 11,47
Eixample,2019-09-12 12,64
Eixample,2019-09-12 13,51
Eixample,2019-09-12 14,31
Eixample,2019-09-12 15,29
Eixample,2019-09-12 16,31
Eixample,2019-09-12 17,33
Eixample,2019-09-12 18,41
Eixample,2019-09-12 19,42
Eixample,2019-09-12 20,37
Eixample,2019-09-12 21,36
Eixample,2019-09-12 22,38
Eixample,2019-09-12 23,NA
Eixample,2019-09-12 24,NA
Eixample,2019-09-13 01,27
Eixample,2019-09-13 02,24
Eixample,2019-09-13 03,23
Eixample,2019-09-13 04,13
Eixample,2019-09-13 05,11
Eixample,2019-09-13 06,13
Eixample,2019-09-13 07,17
Eixample,2019-09-13 08,35
Eixample,2019-09-13 09,36
Eixample,2019-09-13 10,28
Eixample,2019-09-13 11,39
Eixample,2019-09-13 12,44
Eixample,2019-09-13 13,41
Eixample,2019-09-13 14,35
Eixample,2019-09-13 15,30
Eixample,2019-09-13 16,25
Eixample,2019-09-13 17,35
Eixample,2019-09-13 18,38
Eixample,2019-09-13 19,36
Eixample,2019-09-13 20,36
Eixample,2019-09-13 21,36
Eixample,2019-09-13 22,39
Eixample,2019-09-13 23,43
Eixample,2019-09-13 24,32
Eixample,2019-09-14 01,30
Eixample,2019-09-14 02,24
Eixample,2019-09-14 03,25
Eixample,2019-09-14 04,19
Eixample,2019-09-14 05,10
Eixample,2019-09-14 06,10
Eixample,2019-09-14 07,9
Eixample,2019-09-14 08,15
Eixample,2019-09-14 09,17
Eixample,2019-09-14 10,28
Eixample,2019-09-14 11,33
Eixample,2019-09-14 12,26
Eixample,2019-09-14 13,27
Eixample,2019-09-14 14,24
Eixample,2019-09-14 15,17
Eixample,2019-09-14 16,26
Eixample,2019-09-14 17,31
Eixample,2019-09-14 18,33
Eixample,2019-09-14 19,34
Eixample,2019-09-14 20,33
Eixample,2019-09-14 21,39
Eixample,2019-09-14 22,38
Eixample,2019-09-14 23,38
Eixample,2019-09-14 24,32
Eixample,2019-09-15 01,20
Eixample,2019-09-15 02,34
Eixample,2019-09-15 03,28
Eixample,2019-09-15 04,16
Eixample,2019-09-15 05,11
Eixample,2019-09-15 06,13
Eixample,2019-09-15 07,14
Eixample,2019-09-15 08,25
Eixample,2019-09-15 09,34
Eixample,2019-09-15 10,29
Eixample,2019-09-15 11,25
Eixample,2019-09-15 12,18
Eixample,2019-09-15 13,25
Eixample,2019-09-15 14,37
Eixample,2019-09-15 15,37
Eixample,2019-09-15 16,39
Eixample,2019-09-15 17,30
Eixample,2019-09-15 18,28
Eixample,2019-09-15 19,23
Eixample,2019-09-15 20,26
Eixample,2019-09-15 21,34
Eixample,2019-09-15 22,24
Eixample,2019-09-15 23,27
Eixample,2019-09-15 24,33
Eixample,2019-09-16 01,25
Eixample,2019-09-16 02,24
Eixample,2019-09-16 03,24
Eixample,2019-09-16 04,18
Eixample,2019-09-16 05,15
Eixample,2019-09-16 06,18
Eixample,2019-09-16 07,21
Eixample,2019-09-16 08,37
Eixample,2019-09-16 09,62
Eixample,2019-09-16 10,56
Eixample,2019-09-16 11,45
Eixample,2019-09-16 12,44
Eixample,2019-09-16 13,48
Eixample,2019-09-16 14,26
Eixample,2019-09-16 15,19
Eixample,2019-09-16 16,16
Eixample,2019-09-16 17,17
Eixample,2019-09-16 18,22
Eixample,2019-09-16 19,37
Eixample,2019-09-16 20,21
Eixample,2019-09-16 21,34
Eixample,2019-09-16 22,57
Eixample,2019-09-16 23,58
Eixample,2019-09-16 24,NA
Eixample,2019-09-17 01,57
Eixample,2019-09-17 02,34
Eixample,2019-09-17 03,26
Eixample,2019-09-17 04,24
Eixample,2019-09-17 05,24
Eixample,2019-09-17 06,34
Eixample,2019-09-17 07,34
Eixample,2019-09-17 08,38
Eixample,2019-09-17 09,50
Eixample,2019-09-17 10,66
Eixample,2019-09-17 11,63
Eixample,2019-09-17 12,74
Eixample,2019-09-17 13,60
Eixample,2019-09-17 14,50
Eixample,2019-09-17 15,42
Eixample,2019-09-17 16,40
Eixample,2019-09-17 17,39
Eixample,2019-09-17 18,53
Eixample,2019-09-17 19,44
Eixample,2019-09-17 20,44
Eixample,2019-09-17 21,53
Eixample,2019-09-17 22,53
Eixample,2019-09-17 23,41
Eixample,2019-09-17 24,NA
Eixample,2019-09-18 01,32
Eixample,2019-09-18 02,36
Eixample,2019-09-18 03,33
Eixample,2019-09-18 04,31
Eixample,2019-09-18 05,31
Eixample,2019-09-18 06,35
Eixample,2019-09-18 07,38
Eixample,2019-09-18 08,47
Eixample,2019-09-18 09,64
Eixample,2019-09-18 10,72
Eixample,2019-09-18 11,83
Eixample,2019-09-18 12,78
Eixample,2019-09-18 13,53
Eixample,2019-09-18 14,47
Eixample,2019-09-18 15,47
Eixample,2019-09-18 16,37
Eixample,2019-09-18 17,35
Eixample,2019-09-18 18,36
Eixample,2019-09-18 19,35
Eixample,2019-09-18 20,33
Eixample,2019-09-18 21,46
Eixample,2019-09-18 22,53
Eixample,2019-09-18 23,31
Eixample,2019-09-18 24,NA
Eixample,2019-09-19 01,43
Eixample,2019-09-19 02,48
Eixample,2019-09-19 03,28
Eixample,2019-09-19 04,20
Eixample,2019-09-19 05,15
Eixample,2019-09-19 06,19
Eixample,2019-09-19 07,23
Eixample,2019-09-19 08,28
Eixample,2019-09-19 09,29
Eixample,2019-09-19 10,37
Eixample,2019-09-19 11,36
Eixample,2019-09-19 12,29
Eixample,2019-09-19 13,38
Eixample,2019-09-19 14,48
Eixample,2019-09-19 15,30
Eixample,2019-09-19 16,19
Eixample,2019-09-19 17,27
Eixample,2019-09-19 18,25
Eixample,2019-09-19 19,30
Eixample,2019-09-19 20,28
Eixample,2019-09-19 21,27
Eixample,2019-09-19 22,29
Eixample,2019-09-19 23,27
Eixample,2019-09-19 24,NA
Eixample,2019-09-20 01,18
Eixample,2019-09-20 02,21
Eixample,2019-09-20 03,18
Eixample,2019-09-20 04,18
Eixample,2019-09-20 05,24
Eixample,2019-09-20 06,21
Eixample,2019-09-20 07,18
Eixample,2019-09-20 08,21
Eixample,2019-09-20 09,33
Eixample,2019-09-20 10,38
Eixample,2019-09-20 11,28
Eixample,2019-09-20 12,NA
Eixample,2019-09-20 13,108
Eixample,2019-09-20 14,61
Eixample,2019-09-20 15,41
Eixample,2019-09-20 16,33
Eixample,2019-09-20 17,31
Eixample,2019-09-20 18,34
Eixample,2019-09-20 19,34
Eixample,2019-09-20 20,33
Eixample,2019-09-20 21,32
Eixample,2019-09-20 22,32
Eixample,2019-09-20 23,30
Eixample,2019-09-20 24,NA
Eixample,2019-09-22 01,18
Eixample,2019-09-22 02,13
Eixample,2019-09-22 03,11
Eixample,2019-09-22 04,11
Eixample,2019-09-22 05,12
Eixample,2019-09-22 06,11
Eixample,2019-09-22 07,13
Eixample,2019-09-22 08,15
Eixample,2019-09-22 09,17
Eixample,2019-09-22 10,20
Eixample,2019-09-22 11,24
Eixample,2019-09-22 12,35
Eixample,2019-09-22 13,30
Eixample,2019-09-22 14,46
Eixample,2019-09-22 15,34
Eixample,2019-09-22 16,29
Eixample,2019-09-22 17,28
Eixample,2019-09-22 18,30
Eixample,2019-09-22 19,26
Eixample,2019-09-22 20,32
Eixample,2019-09-22 21,32
Eixample,2019-09-22 22,29
Eixample,2019-09-22 23,21
Eixample,2019-09-22 24,NA
Eixample,2019-09-23 01,22
Eixample,2019-09-23 02,16
Eixample,2019-09-23 03,14
Eixample,2019-09-23 04,7
Eixample,2019-09-23 05,9
Eixample,2019-09-23 06,8
Eixample,2019-09-23 07,11
Eixample,2019-09-23 08,20
Eixample,2019-09-23 09,23
Eixample,2019-09-23 10,20
Eixample,2019-09-23 11,23
Eixample,2019-09-23 12,22
Eixample,2019-09-23 13,25
Eixample,2019-09-23 14,26
Eixample,2019-09-23 15,24
Eixample,2019-09-23 16,21
Eixample,2019-09-23 17,24
Eixample,2019-09-23 18,26
Eixample,2019-09-23 19,23
Eixample,2019-09-23 20,21
Eixample,2019-09-23 21,22
Eixample,2019-09-23 22,21
Eixample,2019-09-23 23,24
Eixample,2019-09-23 24,NA
Eixample,2019-09-24 01,17
Eixample,2019-09-24 02,18
Eixample,2019-09-24 03,17
Eixample,2019-09-24 04,16
Eixample,2019-09-24 05,17
Eixample,2019-09-24 06,17
Eixample,2019-09-24 07,13
Eixample,2019-09-24 08,10
Eixample,2019-09-24 09,17
Eixample,2019-09-24 10,20
Eixample,2019-09-24 11,26
Eixample,2019-09-24 12,38
Eixample,2019-09-24 13,35
Eixample,2019-09-24 14,36
Eixample,2019-09-24 15,33
Eixample,2019-09-24 16,28
Eixample,2019-09-24 17,27
Eixample,2019-09-24 18,27
Eixample,2019-09-24 19,29
Eixample,2019-09-24 20,33
Eixample,2019-09-24 21,30
Eixample,2019-09-24 22,38
Eixample,2019-09-24 23,NA
Eixample,2019-09-24 24,NA
Eixample,2019-09-25 01,24
Eixample,2019-09-25 02,22
Eixample,2019-09-25 03,23
Eixample,2019-09-25 04,24
Eixample,2019-09-25 05,22
Eixample,2019-09-25 06,19
Eixample,2019-09-25 07,22
Eixample,2019-09-25 08,22
Eixample,2019-09-25 09,28
Eixample,2019-09-25 10,36
Eixample,2019-09-25 11,30
Eixample,2019-09-25 12,29
Eixample,2019-09-25 13,32
Eixample,2019-09-25 14,34
Eixample,2019-09-25 15,29
Eixample,2019-09-25 16,34
Eixample,2019-09-25 17,31
Eixample,2019-09-25 18,31
Eixample,2019-09-25 19,31
Eixample,2019-09-25 20,29
Eixample,2019-09-25 21,28
Eixample,2019-09-25 22,25
Eixample,2019-09-25 23,24
Eixample,2019-09-25 24,NA
Eixample,2019-09-26 01,18
Eixample,2019-09-26 02,17
Eixample,2019-09-26 03,17
Eixample,2019-09-26 04,17
Eixample,2019-09-26 05,16
Eixample,2019-09-26 06,16
Eixample,2019-09-26 07,21
Eixample,2019-09-26 08,28
Eixample,2019-09-26 09,38
Eixample,2019-09-26 10,40
Eixample,2019-09-26 11,42
Eixample,2019-09-26 12,42
Eixample,2019-09-26 13,35
Eixample,2019-09-26 14,32
Eixample,2019-09-26 15,29
Eixample,2019-09-26 16,30
Eixample,2019-09-26 17,24
Eixample,2019-09-26 18,38
Eixample,2019-09-26 19,37
Eixample,2019-09-26 20,35
Eixample,2019-09-26 21,31
Eixample,2019-09-26 22,31
Eixample,2019-09-26 23,29
Eixample,2019-09-26 24,NA
Eixample,2019-09-27 01,19
Eixample,2019-09-27 02,20
Eixample,2019-09-27 03,21
Eixample,2019-09-27 04,21
Eixample,2019-09-27 05,23
Eixample,2019-09-27 06,23
Eixample,2019-09-27 07,28
Eixample,2019-09-27 08,37
Eixample,2019-09-27 09,42
Eixample,2019-09-27 10,54
Eixample,2019-09-27 11,67
Eixample,2019-09-27 12,60
Eixample,2019-09-27 13,71
Eixample,2019-09-27 14,55
Eixample,2019-09-27 15,37
Eixample,2019-09-27 16,33
Eixample,2019-09-27 17,33
Eixample,2019-09-27 18,38
Eixample,2019-09-27 19,38
Eixample,2019-09-27 20,37
Eixample,2019-09-27 21,36
Eixample,2019-09-27 22,33
Eixample,2019-09-27 23,NA
Eixample,2019-09-27 24,NA
Eixample,2019-09-28 01,32
Eixample,2019-09-28 02,35
Eixample,2019-09-28 03,39
Eixample,2019-09-28 04,28
Eixample,2019-09-28 05,21
Eixample,2019-09-28 06,21
Eixample,2019-09-28 07,22
Eixample,2019-09-28 08,24
Eixample,2019-09-28 09,24
Eixample,2019-09-28 10,32
Eixample,2019-09-28 11,22
Eixample,2019-09-28 12,16
Eixample,2019-09-28 13,15
Eixample,2019-09-28 14,15
Eixample,2019-09-28 15,16
Eixample,2019-09-28 16,16
Eixample,2019-09-28 17,16
Eixample,2019-09-28 18,14
Eixample,2019-09-28 19,19
Eixample,2019-09-28 20,41
Eixample,2019-09-28 21,57
Eixample,2019-09-28 22,34
Eixample,2019-09-28 23,22
Eixample,2019-09-28 24,NA
Eixample,2019-09-29 01,18
Eixample,2019-09-29 02,16
Eixample,2019-09-29 03,19
Eixample,2019-09-29 04,21
Eixample,2019-09-29 05,19
Eixample,2019-09-29 06,17
Eixample,2019-09-29 07,18
Eixample,2019-09-29 08,23
Eixample,2019-09-29 09,23
Eixample,2019-09-29 10,26
Eixample,2019-09-29 11,25
Eixample,2019-09-29 12,29
Eixample,2019-09-29 13,35
Eixample,2019-09-29 14,40
Eixample,2019-09-29 15,38
Eixample,2019-09-29 16,36
Eixample,2019-09-29 17,38
Eixample,2019-09-29 18,41
Eixample,2019-09-29 19,37
Eixample,2019-09-29 20,39
Eixample,2019-09-29 21,34
Eixample,2019-09-29 22,35
Eixample,2019-09-29 23,33
Eixample,2019-09-29 24,NA
Eixample,2019-09-30 01,28
Eixample,2019-09-30 02,29
Eixample,2019-09-30 03,30
Eixample,2019-09-30 04,29
Eixample,2019-09-30 05,28
Eixample,2019-09-30 06,26
Eixample,2019-09-30 07,31
Eixample,2019-09-30 08,37
Eixample,2019-09-30 09,43
Eixample,2019-09-30 10,38
Eixample,2019-09-30 11,33
Eixample,2019-09-30 12,40
Eixample,2019-09-30 13,31
Eixample,2019-09-30 14,30
Eixample,2019-09-30 15,37
Eixample,2019-09-30 16,43
Eixample,2019-09-30 17,27
Eixample,2019-09-30 18,29
Eixample,2019-09-30 19,28
Eixample,2019-09-30 20,26
Eixample,2019-09-30 21,29
Eixample,2019-09-30 22,25
Eixample,2019-09-30 23,NA
Eixample,2019-09-30 24,NA
Gràcia,2019-09-01 01,14
Gràcia,2019-09-01 02,19
Gràcia,2019-09-01 03,23
Gràcia,2019-09-01 04,22
Gràcia,2019-09-01 05,23
Gràcia,2019-09-01 06,7
Gràcia,2019-09-01 07,10
Gràcia,2019-09-01 08,14
Gràcia,2019-09-01 09,17
Gràcia,2019-09-01 10,24
Gràcia,2019-09-01 11,37
Gràcia,2019-09-01 12,26
Gràcia,2019-09-01 13,28
Gràcia,2019-09-01 14,27
Gràcia,2019-09-01 15,24
Gràcia,2019-09-01 16,26
Gràcia,2019-09-01 17,21
Gràcia,2019-09-01 18,27
Gràcia,2019-09-01 19,23
Gràcia,2019-09-01 20,7
Gràcia,2019-09-01 21,15
Gràcia,2019-09-01 22,15
Gràcia,2019-09-01 23,19
Gràcia,2019-09-01 24,18
Gràcia,2019-09-02 01,21
Gràcia,2019-09-02 02,17
Gràcia,2019-09-02 03,17
Gràcia,2019-09-02 04,3
Gràcia,2019-09-02 05,11
Gràcia,2019-09-02 06,26
Gràcia,2019-09-02 07,13
Gràcia,2019-09-02 08,27
Gràcia,2019-09-02 09,29
Gràcia,2019-09-02 10,38
Gràcia,2019-09-02 11,18
Gràcia,2019-09-02 12,23
Gràcia,2019-09-02 13,27
Gràcia,2019-09-02 14,41
Gràcia,2019-09-02 15,23
Gràcia,2019-09-02 16,10
Gràcia,2019-09-02 17,17
Gràcia,2019-09-02 18,23
Gràcia,2019-09-02 19,19
Gràcia,2019-09-02 20,24
Gràcia,2019-09-02 21,26
Gràcia,2019-09-02 22,28
Gràcia,2019-09-02 23,18
Gràcia,2019-09-02 24,27
Gràcia,2019-09-03 01,10
Gràcia,2019-09-03 02,10
Gràcia,2019-09-03 03,9
Gràcia,2019-09-03 04,14
Gràcia,2019-09-03 05,11
Gràcia,2019-09-03 06,9
Gràcia,2019-09-03 07,8
Gràcia,2019-09-03 08,3
Gràcia,2019-09-03 09,12
Gràcia,2019-09-03 10,24
Gràcia,2019-09-03 11,28
Gràcia,2019-09-03 12,29
Gràcia,2019-09-03 13,41
Gràcia,2019-09-03 14,59
Gràcia,2019-09-03 15,42
Gràcia,2019-09-03 16,33
Gràcia,2019-09-03 17,23
Gràcia,2019-09-03 18,27
Gràcia,2019-09-03 19,21
Gràcia,2019-09-03 20,22
Gràcia,2019-09-03 21,26
Gràcia,2019-09-03 22,21
Gràcia,2019-09-03 23,19
Gràcia,2019-09-03 24,11
Gràcia,2019-09-04 01,17
Gràcia,2019-09-04 02,23
Gràcia,2019-09-04 03,13
Gràcia,2019-09-04 04,15
Gràcia,2019-09-04 05,12
Gràcia,2019-09-04 06,19
Gràcia,2019-09-04 07,20
Gràcia,2019-09-04 08,26
Gràcia,2019-09-04 09,32
Gràcia,2019-09-04 10,40
